FILENAME,URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
8080608.txt,https://metaappeal-0321031040120412--preview-name-b0hv11cw.web.app/,67,metaappeal-0321031040120412--preview-name-b0hv11cw.web.app,58,0,app,17.34819323,0.518518519,0.001502,0.033422317,3,1,0,0,0,32,0.478,19,0.284,0,0,0,8,0.119,1,11,90,1,metaeal-0321031040120412--preview-name-b0hv11cwweb,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224850.txt,https://www.asur.com.mx,22,www.asur.com.mx,15,0,mx,100,0.625,0.0017218,0.066219285,2,2,0,0,0,8,0.364,0,0,0,0,0,2,0.091,1,2592,21761,1,asurco,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,23,3,6,106,3,1,1
120719.txt,https://www.skyhighpartyrentals.com,34,www.skyhighpartyrentals.com,27,0,com,100,1,0.5229071,0.051479307,3,1,0,0,0,21,0.618,0,0,0,0,0,1,0.029,1,3014,11906,1,skyhighpartyrentals,100,100,1,1,1,1,0,1,3,27,1,1,1,1,1,0,1,0,1,74,50,10,271,2,250,1
8068533.txt,https://inc-106190.weeblysite.com/,34,inc-106190.weeblysite.com,25,0,com,47.38461538,0.80952381,0.5229071,0.044202591,3,1,0,0,0,16,0.471,6,0.176,0,0,0,4,0.118,1,68,80,1,inc-106190weeblysite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
442912.txt,https://www.britishjudo.org.uk,29,www.britishjudo.org.uk,22,0,uk,100,0.8,0.028555,0.049376198,2,2,0,0,0,15,0.517,0,0,0,0,0,2,0.069,1,1745,10033,1,britishjdoorg,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,52,18,22,127,1,137,1
240137.txt,https://www.mattel163.com,24,www.mattel163.com,17,0,com,100,1,0.5229071,0.051370694,3,1,0,0,0,8,0.333,3,0.125,0,0,0,1,0.042,1,452,3622,1,mattel163,100,100,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,6,15,29,0,37,1
mw3005.txt,http://www.fapecalijobutaka.biz,30,www.fapecalijobutaka.biz,24,0,biz,41.38095238,1,0.0017975,0.053008675,3,1,0,0,0,18,0.6,0,0,0,0,0,1,0.033,0,9,50,1,fapecalijobutaka,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383438.txt,https://www.quad-a.org,21,www.quad-a.org,14,0,org,100,0.833333333,0.0799628,0.055863406,3,1,0,0,0,7,0.333,0,0,0,0,0,2,0.095,1,1055,2540,1,quad-a,100,100,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,13,2,6,46,1,22,1
136259.txt,https://www.internationalnewsandviews.com,40,www.internationalnewsandviews.com,33,0,com,100,1,0.5229071,0.061393825,3,1,0,0,0,27,0.675,0,0,0,0,0,1,0.025,1,9516,18196,1,internationalnewsandviews,100,100,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,100,6,12,453,14,467,1
8054126.txt,http://dfjhjhjb2.com/?fds21fds54fds54sd,39,dfjhjhjb2.com,13,0,com,25.87594697,1,0.5229071,0.026437906,3,0,0,0,0,22,0.564,7,0.179,0,1,0,2,0.077,0,9,107,1,dfjhjhjb2?fds21fds54fds54sd,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27914.txt,https://www.sitcomsonline.com,28,www.sitcomsonline.com,21,0,com,100,1,0.5229071,0.070328683,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,1930,1251,1,sitmsonline,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,10,0,5,72,0,429,1
496305.txt,https://www.rprf.org,19,www.rprf.org,12,0,org,100,1,0.0799628,0.054734604,3,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,1117,9381,1,rprf,100,100,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,2,5,7,36,0,144,1
mw77034.txt,http://www.polevoyton.store,26,www.polevoyton.store,20,0,store,52.75735294,1,0.0003212,0.062629722,5,1,0,0,0,14,0.538,0,0,0,0,0,1,0.038,0,49,771,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
oph07736.txt,https://dev-sbdjsdbabsefuridaaa.pantheonsite.io/token3.php,58,dev-sbdjsdbabsefuridaaa.pantheonsite.io,39,0,io,38.02980392,0.555555556,0.0129268,0.052591683,2,1,0,0,0,44,0.759,1,0.017,0,0,0,5,0.086,1,141,161,1,dev-sbdjsdbabsefuridaaapantheonsitetoken3php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0
161873.txt,https://www.fermanaghomagh.com,29,www.fermanaghomagh.com,22,0,com,100,1,0.5229071,0.06085865,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,821,2081,1,fermanaghomagh,100,100,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,20,4,10,174,0,167,1
412733.txt,https://www.amaproracing.com,27,www.amaproracing.com,20,0,com,100,1,0.5229071,0.068211729,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,282,207,1,amaproracing,100,100,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,13,1,3,34,6,38,1
132134.txt,https://www.venuereport.com,26,www.venuereport.com,19,0,com,100,1,0.5229071,0.065446646,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,2915,32622,1,venuereport,100,100,0,0,1,0,0,1,0,2,0,1,1,1,1,0,0,1,1,83,7,30,330,0,60,1
164422.txt,https://www.tanjug.rs,20,www.tanjug.rs,13,0,rs,100,1,0.0004547,0.046006766,2,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,3250,410,1,tanjug,100,100,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,87,5,8,344,6,60,1
37988.txt,https://www.software3d.com,25,www.software3d.com,18,0,com,100,0.9,0.5229071,0.056528491,3,1,0,0,0,11,0.44,1,0.04,0,0,0,1,0.04,1,256,671,1,software3d,100,100,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,14,2,2,1,0,9,1
7969961.txt,https://www.ekli-nat.ekinrt.dduuwm.top/load.php,46,www.ekli-nat.ekinrt.dduuwm.top,30,0,top,26.35827664,0.318181818,0.0002752,0.051218064,3,3,0,0,0,28,0.609,0,0,0,0,0,6,0.13,1,9,55,1,ekli-natekinrtdduuwmloadph,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8027430.txt,http://app-parallel-fi.netlify.app,33,app-parallel-fi.netlify.app,27,0,app,52.6846373,0.391304348,0.001502,0.05094883,3,1,0,0,0,22,0.667,0,0,0,0,0,4,0.121,0,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760419.txt,https://www.cmes.lu.se,21,www.cmes.lu.se,14,0,se,100,0.714285714,0.0040185,0.058580324,2,2,0,0,0,7,0.333,0,0,0,0,0,2,0.095,1,3331,6579,1,cmelu,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,11,2,4,106,0,20,1
802433.txt,https://www.chiir.org,20,www.chiir.org,13,0,org,100,1,0.0799628,0.064257189,3,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,355,1032,1,chiir,100,100,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,4,3,0,0,21,1
mw78111.txt,http://www.ecolerubanvert.com,28,www.ecolerubanvert.com,22,0,com,100,1,0.5229071,0.065366713,3,1,0,0,0,16,0.571,0,0,0,0,0,1,0.036,0,9,81,1,elerubanvert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
543108.txt,https://www.midlandofficial.com,30,www.midlandofficial.com,23,0,com,100,1,0.5229071,0.058713874,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,6201,43456,1,midlandofficial,100,100,0,1,1,0,0,1,0,5,0,1,1,1,0,0,1,0,1,158,2,54,17,4,187,1
686768.txt,https://www.artsopolis.com,25,www.artsopolis.com,18,0,com,100,1,0.5229071,0.068416911,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,2007,9381,1,artsopolis,100,100,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,21,32,58,100,11,95,1
417428.txt,https://www.marechaussee.nl,26,www.marechaussee.nl,19,0,nl,100,1,0.0082003,0.065601627,2,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,556,435,1,marechaussee,100,100,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,19,3,3,40,0,22,1
6188382.txt,https://app.box.com/s/x6agocx9zvj049azirk4aw3xrqdedqhl,53,app.box.com,11,0,com,25.24745035,0.571428571,0.5229071,0.035029599,3,1,0,0,0,34,0.642,7,0.132,0,0,0,4,0.075,1,2,62,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762990.txt,https://www.marforpac.marines.mil,32,www.marforpac.marines.mil,25,0,mil,100,0.588235294,0.0002984,0.064457627,3,2,0,0,0,18,0.562,0,0,0,0,0,2,0.062,1,2221,8396,1,marforpacmarines,0,0,0,1,1,1,0,0,0,3,0,1,0,1,0,0,0,0,1,23,6,8,100,8,161,1
8029896.txt,https://antai-gouv.net/,22,antai-gouv.net,14,0,net,73.46938776,0.6,0.0384199,0.059545021,3,0,0,0,0,12,0.545,0,0,0,0,0,2,0.091,1,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499069.txt,https://www.scribbr.fr,21,www.scribbr.fr,14,0,fr,100,1,0.0141483,0.047034932,2,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,2168,8047,1,scribbr,100,100,1,1,1,1,0,1,0,5,0,1,0,0,0,0,1,0,0,26,1,30,146,2,192,1
108774.txt,https://www.covenanteyes.com,27,www.covenanteyes.com,20,0,com,100,1,0.5229071,0.06791991,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,928,9381,1,venanteyes,83.33333333,83.33333333,1,1,1,0,0,1,0,3,0,1,1,0,0,0,0,0,1,20,7,18,46,2,82,1
mw10791.txt,http://www.geoplugin.net,23,www.geoplugin.net,17,0,net,93.32206255,1,0.0384199,0.056008743,3,1,0,0,0,11,0.478,0,0,0,0,0,1,0.043,0,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
893484.txt,https://www.freedomairguam.com,29,www.freedomairguam.com,22,0,com,100,1,0.5229071,0.064728706,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,837,1070,1,freedomairguam,100,100,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,7,30,2,21,0,8,1
574546.txt,https://www.quarum.com,21,www.quarum.com,14,0,com,100,1,0.5229071,0.055723331,3,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,1011,2840,1,quarum,100,100,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,50,20,46,64,1,72,1
7735178.txt,https://storageapi.fleek.co/b620e7da-f4f5-4e6e-8d8e-8c4c3783180b-bucket/vat11/index.html#a@b.com,95,storageapi.fleek.co,19,0,co,22.22702651,0.6875,0.0059772,0.040563173,2,1,0,0,0,52,0.547,21,0.221,0,0,0,14,0.147,1,2,104,0,0,0,1.265822785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8006123.txt,https://ewsd-c8b4a.firebaseapp.com/,34,ewsd-c8b4a.firebaseapp.com,26,0,com,61.80678033,0.590909091,0.5229071,0.052722716,3,1,0,0,0,21,0.618,2,0.059,0,0,0,3,0.088,1,108,8125,1,ewsd-c8b4afirebaseapp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
893798.txt,https://www.remolition.com,25,www.remolition.com,18,0,com,100,1,0.5229071,0.072950162,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,1976,9657,1,remolition,100,100,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,30,5,11,37,1,40,1
mw65312.txt,http://www.zxporter.com,22,www.zxporter.com,16,0,com,76.4158918,1,0.5229071,0.05799472,3,1,0,0,0,10,0.455,0,0,0,0,0,1,0.045,0,9,50,1,zxporter,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446361.txt,https://www.singaporeactually.com,32,www.singaporeactually.com,25,0,com,100,1,0.5229071,0.061186465,3,1,0,0,0,19,0.594,0,0,0,0,0,1,0.031,1,2527,8156,1,singaporeactually,100,100,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,114,15,7,203,0,260,1
mw72949.txt,http://www.soulpowerlive.com,27,www.soulpowerlive.com,21,0,com,73.94411956,1,0.5229071,0.060296149,3,1,0,0,0,15,0.556,0,0,0,0,0,1,0.037,0,2,2826,1,soulpowerlive,100,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
8072778.txt,https://b8a1cfb3-bf93-4cce-951a-37f0e25b9eba.id.repl.co,55,b8a1cfb3-bf93-4cce-951a-37f0e25b9eba.id.repl.co,47,0,co,30.73219492,0.181818182,0.0059772,0.03489457,2,2,0,0,0,25,0.455,15,0.273,0,0,0,7,0.127,1,198,869,1,b8a1cfb3-bf93-4cce-951a-37f0e25b9ebaidrepl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
8019875.txt,https://accepupdeting.start.page/,32,accepupdeting.start.page,24,0,page,42.97222222,0.736842105,0.0001446,0.057089642,4,1,0,0,0,22,0.688,0,0,0,0,0,2,0.062,1,129,412,1,accepupdetingstart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0
8065119.txt,https://86e345login.weebly.com/,31,86e345login.weebly.com,22,0,com,40.1365433,0.555555556,0.5229071,0.044720289,3,1,0,0,0,15,0.484,5,0.161,0,0,0,3,0.097,1,129,368,1,86e345loginweebly,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0
13952.txt,https://www.centurylink.com,26,www.centurylink.com,19,0,com,100,1,0.5229071,0.056726662,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,4767,660,1,centurylink,100,100,1,0,1,0,0,1,0,15,0,1,1,1,1,1,1,1,1,60,55,30,208,15,132,1
532648.txt,https://www.tiltonhouse.co.uk,28,www.tiltonhouse.co.uk,21,0,uk,100,0.857142857,0.028555,0.063324266,2,2,0,0,0,14,0.5,0,0,0,0,0,2,0.071,1,1569,15169,1,tiltonhoseco,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,20,6,17,33,8,18,1
563039.txt,https://www.knwu.nl,18,www.knwu.nl,11,0,nl,100,1,0.0082003,0.03477425,2,1,0,0,0,5,0.278,0,0,0,0,0,1,0.056,1,1072,2581,1,kwu,0,0,1,1,1,0,0,1,0,2,0,1,1,0,0,0,0,0,0,34,1,5,121,2,82,1
mw94.txt,http://www.lookingbeautifulall-ways.com,38,www.lookingbeautifulall-ways.com,32,0,com,45.56143445,0.833333333,0.5229071,0.054013915,3,1,0,0,0,25,0.658,0,0,0,0,0,2,0.053,0,2,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60706.txt,https://www.dns-oarc.net,23,www.dns-oarc.net,16,0,net,100,0.625,0.0384199,0.067698342,3,1,0,0,0,9,0.391,0,0,0,0,0,2,0.087,1,899,2131,1,dns-oarc,100,100,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,3,104,1,188,0,32,1
8052311.txt,http://www.kueronakayaeotn.co.jp.kuerocekayaoooto.hamult.top/jp.php,67,www.kueronakayaeotn.co.jp.kuerocekayaoooto.hamult.top,53,0,top,25.54377014,0.377777778,0.0002752,0.058143987,3,5,0,0,0,49,0.731,0,0,0,0,0,7,0.104,0,2,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8021916.txt,https://shrtco.de/1d9yeo,23,shrtco.de,9,0,de,63,1,0.0326503,0.048287907,2,0,0,0,0,11,0.478,2,0.087,0,0,0,2,0.087,1,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8062381.txt,https://forkgalicialne.ourgal1ci4logc.repl.co/,46,forkgalicialne.ourgal1ci4logc.repl.co,37,0,co,33.55687048,0.470588235,0.0059772,0.057298262,2,2,0,0,0,32,0.696,2,0.043,0,0,0,4,0.087,1,198,869,1,forkgalicialneourgal1ci4logcrepl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
455749.txt,https://www.edoweb-rlp.de,24,www.edoweb-rlp.de,17,0,de,100,0.7,0.0326503,0.050538975,2,1,0,0,0,10,0.417,0,0,0,0,0,2,0.083,1,238,2380,1,eoweb-rlp,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,20,20,11,0,11,1
817686.txt,https://www.psprs.com,20,www.psprs.com,13,0,com,100,1,0.5229071,0.056923864,3,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,1936,341,1,psprs,100,100,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,15,7,15,199,2,163,1
163304.txt,https://www.buckets.co,21,www.buckets.co,14,0,co,100,1,0.0059772,0.052063782,2,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,180,695,1,bukets,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,14,0,5,1
mw1543.txt,http://www.t-mobile-sso.net,26,www.t-mobile-sso.net,20,0,net,64.79779412,0.583333333,0.0384199,0.066532641,3,1,0,0,0,12,0.462,0,0,0,0,0,3,0.115,0,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167091.txt,https://www.cubaencuentro.com,28,www.cubaencuentro.com,21,0,com,100,1,0.5229071,0.066845678,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,954,995,1,cubaencuentro,100,100,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,52,6,6,254,3,50,1
mw71093.txt,http://www.thomasreany.com,25,www.thomasreany.com,19,0,com,80.77777778,1,0.5229071,0.066126864,3,1,0,0,0,13,0.52,0,0,0,0,0,1,0.04,0,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7777777.txt,http://fti.unmerpas.ac.id/wp-admin/user/webgenkic/investopia/index.php?email=get@get.get,87,fti.unmerpas.ac.id,18,0,id,12.5783919,0.6,0.0014653,0.054396403,2,2,0,0,0,66,0.759,0,0,1,1,0,12,0.161,0,7,3697,1,ftiunmerpasacwp-adminuserwebgenkicinvestopiaindexphp?email=get@getge,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
827925.txt,https://www.toddlahman.com,25,www.toddlahman.com,18,0,com,100,1,0.5229071,0.061832533,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,1007,9455,1,toddlahman,100,100,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,9,12,15,54,0,58,1
mw19394.txt,http://www.silverbell.000space.com,33,www.silverbell.000space.com,27,0,com,60.4743083,0.736842105,0.5229071,0.051345756,3,2,0,0,0,17,0.515,3,0.091,0,0,0,2,0.061,0,2,883,0,0,5.263157895,5.263157895,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
781600.txt,https://www.censol.ca,20,www.censol.ca,13,0,ca,100,1,0.0101825,0.070520416,2,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,463,5831,1,ensol,83.33333333,83.33333333,0,0,1,0,0,0,0,6,0,1,1,0,0,1,1,0,1,18,6,11,53,7,63,1
520264.txt,https://www.portcalls.com,24,www.portcalls.com,17,0,com,100,1,0.5229071,0.065038847,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,9461,11761,1,portcalls,100,100,0,1,1,0,0,1,1,4,1,1,1,1,1,0,1,0,1,75,12,30,285,19,292,1
556296.txt,https://www.theurbantreehouse.com,32,www.theurbantreehouse.com,25,0,com,100,1,0.5229071,0.063104883,3,1,0,0,0,19,0.594,0,0,0,0,0,1,0.031,1,13212,182847,1,theurbantreehouse,100,100,1,1,1,0,0,1,0,19,0,1,1,1,1,1,1,0,1,239,6,45,271,6,405,1
857621.txt,https://www.smithfieldtimes.com,30,www.smithfieldtimes.com,23,0,com,100,1,0.5229071,0.058854283,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,1329,9381,1,smithfieldtimes,100,100,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,33,7,17,99,3,104,1
600052.txt,https://www.mrglitterati.com,27,www.mrglitterati.com,20,0,com,100,1,0.5229071,0.063931833,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,3488,22979,1,mrglitterati,100,100,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,184,25,55,540,6,542,1
100478.txt,https://www.selectagents.gov,27,www.selectagents.gov,20,0,gov,100,1,0.0033282,0.064546771,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,1079,5563,1,selectagents,100,100,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,9,5,12,22,3,11,1
7995265.txt,http://mail.jila.se///vex7/hinet.html,36,mail.jila.se,12,0,se,33.83512545,0.555555556,0.0040185,0.051028442,2,1,0,0,0,21,0.583,1,0.028,0,0,0,7,0.194,0,9,95,1,mailjilavex7hinethtm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
786945.txt,https://www.remibrague.com,25,www.remibrague.com,18,0,com,100,1,0.5229071,0.06399446,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,376,2208,1,remibrague,100,100,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11,5,9,43,2,46,1
435323.txt,https://www.pancrase.co.jp,25,www.pancrase.co.jp,18,0,jp,100,0.818181818,0.0230451,0.064231771,2,2,0,0,0,11,0.44,0,0,0,0,0,2,0.08,1,456,278,1,pancraseco,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,29,3,11,0,2,33,1
mw10311.txt,http://www.thor.blocktrail.com,29,www.thor.blocktrail.com,23,0,com,67.5900277,0.733333333,0.5229071,0.061267731,3,2,0,0,0,16,0.552,0,0,0,0,0,2,0.069,0,16,93,1,thorblocktrail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701383.txt,https://www.consolecity.com,26,www.consolecity.com,19,0,com,100,1,0.5229071,0.069472177,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,737,978,1,nsolecity,81.81818182,81.81818182,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,5,3,6,97,0,67,1
222844.txt,https://www.ecomputer.es,23,www.ecomputer.es,16,0,es,100,1,0.0064109,0.067954378,2,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,3842,38131,1,computr,0,0,1,1,1,0,0,1,0,3,0,1,1,1,0,0,0,0,1,41,55,79,152,11,106,1
168580.txt,https://www.essl.at,18,www.essl.at,11,0,at,100,1,0.0038776,0.065034286,2,1,0,0,0,5,0.278,0,0,0,0,0,1,0.056,1,749,355,1,essl,100,100,1,1,1,0,0,1,0,14,0,1,1,1,0,0,0,0,1,34,1,3,2,0,3,1
427811.txt,https://www.magyarulbabelben.net,31,www.magyarulbabelben.net,24,0,net,100,1,0.0384199,0.05444438,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,413,4800,1,magyarulbabelben,100,100,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,4,5,6,36,1,41,1
mw52378.txt,http://www.tzafrir.org.il,24,www.tzafrir.org.il,18,0,il,100,0.727272727,0.0013543,0.054521743,2,2,0,0,0,11,0.458,0,0,0,0,0,2,0.083,0,11,79,1,tzafrrorg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
508656.txt,https://www.zentao.pm,20,www.zentao.pm,13,0,pm,100,1,0.0000834,0.059421736,2,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,1161,14759,1,zentao,100,100,0,0,1,0,0,1,0,2,0,1,1,0,0,0,0,0,1,41,2,8,17,0,25,1
865506.txt,https://www.matematicas.unam.mx,30,www.matematicas.unam.mx,23,0,mx,100,0.75,0.0017218,0.065860753,2,2,0,0,0,16,0.533,0,0,0,0,0,2,0.067,1,2380,8047,1,ateaticasuna,0,0,0,1,1,1,0,0,2,0,0,1,1,1,1,0,0,0,1,21,39,48,199,70,204,1
169551.txt,https://www.phillipsfoods.com,28,www.phillipsfoods.com,21,0,com,100,1,0.5229071,0.054811618,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,815,8047,1,phillipsfoods,100,100,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,53,2,12,81,0,70,1
21760.txt,https://www.kcm.org,18,www.kcm.org,11,0,org,100,1,0.0799628,0.06300227,3,1,0,0,0,5,0.278,0,0,0,0,0,1,0.056,1,2576,4122,1,kcm,100,100,1,0,1,0,0,0,0,2,0,1,1,0,0,0,0,0,1,26,40,46,170,3,83,1
465643.txt,https://www.northernirelandchamber.com,37,www.northernirelandchamber.com,30,0,com,100,1,0.5229071,0.063615168,3,1,0,0,0,24,0.649,0,0,0,0,0,1,0.027,1,1281,9381,1,northernirelandchamber,100,100,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,37,22,32,169,0,141,1
720183.txt,https://www.revolutionpermanente.fr,34,www.revolutionpermanente.fr,27,0,fr,100,1,0.0141483,0.061993984,2,1,0,0,0,21,0.618,0,0,0,0,0,1,0.029,1,655,625,1,revolutionpermanente,100,100,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,43,7,12,18,4,72,1
